date,kpi_name,value,baseline_value,is_anomaly,day_of_week,seasonal_factor
2023-01-01,Revenue,36864.97811096656,50000.0,False,6,1.003442671231167
2023-01-01,Website_Traffic,6926.980488825981,10000.0,False,6,1.003442671231167
2023-01-01,Conversion_Rate,0.04899733612250747,0.05,False,6,1.003442671231167
2023-01-01,Customer_Acquisition_Cost,97.99483698796648,100.0,False,6,1.003442671231167
2023-01-01,Customer_Lifetime_Value,342.0653191544255,500.0,True,6,1.003442671231167
2023-01-01,Churn_Rate,0.021609006933856867,0.02,False,6,1.003442671231167
2023-01-01,Average_Order_Value,233.911284004536,150.0,True,6,1.003442671231167
2023-01-01,Page_Load_Time,2.8946097424195605,2.5,False,6,1.003442671231167
2023-01-01,Customer_Satisfaction,4.034060951031167,4.2,False,6,1.003442671231167
2023-01-01,Employee_Productivity,78.96044410652647,85.0,False,6,1.003442671231167
2023-01-01,Inventory_Turnover,11.283341611258445,12.0,False,6,1.003442671231167
2023-01-01,Profit_Margin,0.15951307401419998,0.15,False,6,1.003442671231167
2023-01-02,Revenue,50959.518922979005,50000.0,False,0,1.0068843223245492
2023-01-02,Website_Traffic,9549.859135917626,10000.0,False,0,1.0068843223245492
2023-01-02,Conversion_Rate,0.0473222851607945,0.05,False,0,1.0068843223245492
2023-01-02,Customer_Acquisition_Cost,110.22805525403328,100.0,False,0,1.0068843223245492
2023-01-02,Customer_Lifetime_Value,452.01291669951985,500.0,False,0,1.0068843223245492
2023-01-02,Churn_Rate,0.009042653606751737,0.02,True,0,1.0068843223245492
2023-01-02,Average_Order_Value,159.5828002979723,150.0,False,0,1.0068843223245492
2023-01-02,Page_Load_Time,2.339885022063467,2.5,False,0,1.0068843223245492
2023-01-02,Customer_Satisfaction,4.0337642630567805,4.2,False,0,1.0068843223245492
2023-01-02,Employee_Productivity,86.15565483152949,85.0,False,0,1.0068843223245492
2023-01-02,Inventory_Turnover,12.926460201600557,12.0,False,0,1.0068843223245492
2023-01-02,Profit_Margin,0.14844049259695782,0.15,False,0,1.0068843223245492
2023-01-03,Revenue,54484.40620158354,50000.0,False,1,1.0103239334446508
2023-01-03,Website_Traffic,12786.669897129164,10000.0,False,1,1.0103239334446508
2023-01-03,Conversion_Rate,0.051847227935098245,0.05,False,1,1.0103239334446508
