location_id,city,latitude,longitude,population_density,median_income,age_0_18,age_19_35,age_36_55,age_55_plus,num_competitors,distance_to_nearest_competitor,distance_to_highway,public_transport_score,parking_availability,foot_traffic_weekday,foot_traffic_weekend,rent_per_sqft,location_score,income_score,density_score,competition_score,accessibility_score,traffic_score,weighted_score,estimated_monthly_revenue,monthly_rent,monthly_profit,annual_roi,risk_score
LOC0001,Houston,29.649211988195308,-95.33790978153105,533.2771616997899,85210.30569613053,0.2916145155592091,0.2041168988591605,0.3469909852161994,0.15727760036543104,2,0.4052228456645141,1.8137686473023855,5.72280788469014,0.602361513049481,1649.4918346769018,2163.4653889187625,9.375144651137138,5.12100089314764,8.521030569613053,0.5332771616997899,8,6.644218122627522,1.906478611797832,51.47052421628292,456697.7853696106,18750.289302274276,163928.82484556996,9.835729490734199,17.61247042830605
LOC0002,Houston,29.782607890156473,-95.4465976501943,465.19868894829347,64306.95631544801,0.24335257864959597,0.37198808134726413,0.31803075385877794,0.06662858614436207,1,5.701593757871206,4.142409194404993,4.468748522859245,0.3111763765541499,754.0523069981107,1317.0359145241198,13.610056887076826,4.282161225850559,6.430695631544801,0.46519868894829347,9,4.479367697998584,1.0355441107611152,41.536960074277985,174435.43610146164,27220.11377415365,42554.060666431,2.55324363998586,23.59865259338004
LOC0003,Houston,29.707035119615753,-95.370352786232,320.71393134026994,72786.97826512247,0.2825044568707964,0.2623422152178822,0.3020068021177811,0.15314652579354027,6,5.09887075853881,0.4632772947655781,2.763845761772307,0.33165910223737666,662.1269656552297,938.286367619823,9.10071419337412,3.5210676508567085,7.278697826512246,0.32071393134026993,4,5.205719829793498,0.8002066666375263,36.850025421823204,160663.30988450095,18201.42838674824,46063.89556705214,2.7638337340231285,33.6219929283685
LOC0004,Phoenix,33.49448163001486,-112.06540765283691,89.12525303059515,79430.04924717291,0.20925470114081646,0.23305338781260052,0.2515636406741194,0.3061282703724636,2,0.028359767514229885,1.1084880115675608,7.4020775747378496,0.8531228783718439,1554.9833693517203,2675.911200680072,21.906886333175517,5.284503382345339,7.9430049247172905,0.08912525303059515,8,8.27493944896291,2.1154472850158963,52.81653628581203,441765.4990943761,43813.77266635103,132892.4269713994,7.973545618283964,14.359417056017103
LOC0005,Houston,29.793526343140357,-95.27224548728776,249.84126149028776,61286.82046672366,0.21219646434313244,0.26503666440534945,0.32296061783380636,0.19980625341771174,3,2.498252688633199,7.151963765384321,6.051494778125466,0.8396770259681927,5920.333891112348,9129.349133997865,12.677193573052632,5.333759715638424,6.128682046672366,0.24984126149028776,7,5.765433757474358,7.524841512555106,52.901938179720425,1245851.5937155492,25354.387146105262,472986.25034011446,28.37917502040687,21.854516766690658
LOC0006,Los Angeles,33.91412829757277,-118.27178062915267,380.0043637998578,84223.4753283671,0.2626551143952767,0.3391032172852255,0.26393314544058755,0.13430852287891026,4,2.373477226585357,10.620849071200036,6.619186433204139,0.5069435800863997,1040.4113398234788,1430.3079341532884,12.457548914067713,3.9867837889962,8.42234753283671,0.3800043637998578,6,3.896207411356046,1.2353596369883835,41.079011656380345,289151.93338744924,24915.097828135426,90745.67552684428,5.444740531610657,34.93482375194375
LOC0007,Houston,29.770107754934806,-95.27293550094672,199.92592163732027,58446.75706804464,0.19558703250838833,0.2854215577252513,0.3318014765922493,0.18718993317411114,1,1.4297523186771115,2.7013666045933564,2.9989702942365724,0.38390575713357794,1375.3563817801025,2006.043030267952,18.48518399017776,4.2895043509584285,5.8446757068044635,0.19992592163732026,9,4.712220420326331,1.6906997060240274,41.31738136298652,270644.6324478424,36970.36798035552,71287.48499878144,4.277249099926887,21.662917269688467
LOC0008,New York,40.64652616866218,-74.02064728067417,173.11965166320547,48550.21262439875,0.2892608545679577,0.34245411798488845,0.26480869299534,0.10347633445181392,4,0.8464576497532753,5.030411824180888,7.126349063992901,0.6716542083219954,2929.295946860675,4904.102425014817,7.614424360892973,4.243133308210296,4.855021262439875,0.17311965166320548,6,6.270826441010655,3.916699185937746,41.8588437133229,503355.6427047646,15228.848721785946,186113.4083601199,11.166804501607194,25.09658024872919
LOC0009,Chicago,41.74591230493666,-87.69662466991325,351.6755425213418,93026.43129387249,0.34668462817896856,0.2797648884889106,0.33164318732193837,0.041907296010182504,3,3.908916427153265,1.9723209920898013,2.982169428089935,0.7978046727066124,838.7560907097449,1071.0422432608027,34.75294887933687,4.787703245316523,9.30264312938725,0.3516755425213418,7,6.329298387688752,0.9548991669852738,49.02835401785886,251366.45898282866,69505.89775867375,31040.68583445775,1.862441150067465,21.858957359981314
LOC0010,New York,40.62085757657662,-73.85100655949824,184.33351670998266,58558.76967588649,0.33493872365571253,0.37546787067619625,0.2757941627715156,0.013799242896575636,4,0.19545228094988146,11.375616125972615,9.103762514469974,0.7431710200912875,590.8278237334852,1052.125239579277,10.378866729043649,3.6747022508831924,5.8558769675886495,0.18433351670998266,6,5.5118242384609495,0.821476531656381,36.67496099262625,125404.85864561955,20757.7334580873,29404.21000016053,1.7642526000096317,30.55575700961417
LOC0011,Chicago,41.84955106990137,-87.52327075311541,947.6618937669016,100771.87714650924,0.2244565533123486,0.3880266884915557,0.34736638367553174,0.040150374520563914,2,1.1899518060629641,25.97651435295704,2.583327274096108,0.3126527545308646,563.948518029708,842.0738440113713,19.83317790667309,4.310791602917805,10.0,0.9476618937669016,8,1.9032849398015845,0.7030111810205396,44.10791602917806,192912.22127246266,39666.35581334618,37498.53269563889,2.2499119617383334,49.628540192268716
LOC0012,Chicago,41.96030601599945,-87.44012070173461,315.64301764149815,49925.27671285021,0.20304047353634508,0.24879792867581674,0.34730105547524454,0.20086054231259365,6,0.434429790650477,6.408809015329019,3.526951261967702,0.31702117650201767,641.9778175366621,1253.3762206171966,25.56530624726067,2.737059809044614,4.992527671285021,0.31564301764149816,4,3.42945133721962,0.9476770190769294,27.86686192608865,120572.14811656089,51130.61249452134,-2901.7532478969806,-0.17410519487381884,43.102101734079085
LOC0013,Phoenix,33.50909757095686,-112.10889011827727,739.6146912542009,26115.408125008005,0.26445849383416764,0.39606631674320913,0.2575346256006128,0.08194056382201043,2,1.3282639424699845,2.331547242460485,4.5522232012852495,0.8909491985084179,1506.5179528876458,2240.067795279607,11.70363602602927,4.053567538494989,2.6115408125008006,0.7396146912542009,8,7.043389314636315,1.8732928740836263,37.841445791200286,133355.55637321845,23407.272052058543,29934.95049722884,1.7960970298337304,12.816966836417826
LOC0014,Chicago,41.77555001302799,-87.74810396113351,632.5593425972194,100578.48687771923,0.2093020287295597,0.2839561712892553,0.2756206943594458,0.23112110562173915,2,1.9771552683961815,1.0800574347348226,1.638468252999349,0.5777486790497218,1134.7590601245256,1759.7608591293747,16.36746601097564,5.10502370102895,10.0,0.6325593425972194,8,5.445299202920581,1.4472599596269502,52.0502370102895,392686.435906131,32734.93202195128,124339.64234050113,7.460378540430068,18.74777865794603
LOC0015,Chicago,42.10956585666735,-87.81652651925918,801.3198577345105,32745.682576206967,0.15610004998780988,0.2074696377498429,0.3322600560659658,0.3041702561963815,1,1.4773071765580312,7.3482397022286765,2.9423892474715885,0.7360233330733001,3621.045150279153,6191.784143105383,50.48654570796267,4.460086077474556,3.2745682576206967,0.8013198577345105,9,4.318127625325304,4.9064146466922685,41.7381449035559,423065.26769175706,100973.09141592534,68253.01566077751,4.095180939646651,25.56839111971499
LOC0016,Houston,29.629608570033064,-95.56885995495773,171.13472543506947,81800.10753244857,0.186866734866274,0.21617459332343955,0.29283144749401074,0.3041272243162757,1,4.935243263352778,2.9201387599572355,3.158086232416629,0.3657113030569042,1255.8034857177488,2167.126340329403,61.707365697816705,4.738859445209263,8.180010753244858,0.17113472543506947,9,4.631686834342811,1.7114649130235757,46.97859982871506,367811.62651721586,123414.73139563341,23709.91921125294,1.4225951526751766,30.755869612260604
LOC0017,Phoenix,33.31571682338641,-111.88962842022481,194.27187524289843,39401.605334737396,0.30156922209287385,0.20287869772595118,0.2616072640506916,0.23394481613048335,0,0.08316290383458486,9.671015168078293,7.332920734420213,0.6319216803611276,1086.024358228356,1714.590730674993,12.600092708142602,4.039022815297209,3.9401605334737395,0.19427187524289843,10,4.660374123317732,1.4003075444516744,37.36030841970896,148186.52874753939,25200.185416285203,34074.426082730555,2.0444655649638332,19.513494200345015
LOC0018,New York,40.924111215695824,-74.05584066227064,291.66461180730823,75492.18001261019,0.15306090805807696,0.3866872616158966,0.3001039883915259,0.1601478419345006,9,0.2750796386786192,8.335445740289163,8.385755281695598,0.738157769071101,1409.1097183312759,1923.9244141010515,34.134864775846495,3.2636057513313945,7.549218001261019,0.29166461180730824,1,5.810629077372482,1.6665170662161637,35.910666513944456,350221.8804903006,68269.72955169299,71819.02264442726,4.309141358665635,47.29332165849624
LOC0019,Phoenix,33.399756723394766,-112.05324017387143,977.4923514122078,55709.40502710064,0.15465438714716517,0.3628936965177872,0.27818547747734,0.20426643885770757,3,2.6565871575288007,8.134979029969891,3.538311153141758,0.42420768064580594,1593.434139941257,3174.764735170497,27.253586652321175,3.829533720310958,5.570940502710064,0.9774923514122078,7,3.2151363098766423,2.384099437555877,37.58080745446462,336783.79294708924,54507.17330464235,80206.34387419335,4.812380632451601,34.016957965702844
LOC0020,Houston,29.888166489578843,-95.42895713888358,697.217477296908,60956.14695132212,0.3216825503686023,0.2857988054750037,0.3250871067791497,0.06743153737724428,3,3.50266511504666,1.9286771308225414,9.059709056465804,0.5724411751139141,957.6475121310561,1877.0365978505001,14.782627275403685,4.565731090602807,6.095614695132212,0.697217477296908,7,7.6184812255941345,1.4173420549907783,45.20511825359417,219957.44040273098,29565.25455080737,58417.72161028502,3.5050632966171014,22.390499423134937
LOC0021,Houston,29.951631763983997,-95.26327729174531,67.21892970263013,56064.52976420184,0.21573290907398318,0.3345036912154077,0.325237452943768,0.12452594676684114,3,0.11856341289747559,3.9873065784769643,4.973774512360393,0.9213929279308097,725.7832391669523,953.9646599397333,17.10390977477045,4.049402318681333,5.606452976420184,0.06721892970263013,7,6.7334657377305085,0.8398739495533427,39.79724967502342,132306.39528914602,34207.8195495409,18714.738566117507,1.1228843139670504,17.927145935090422
